0	1	2	3	4	5	6	7	8	9	10	11	density
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	LRRN2	NUP210	STK38	RFC3	MYH11	GDPGP1	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	IRAK2	STK38	RFC3	PARN	VPS33B	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	SPIRE2	LRRN2	IRAK2	MAPK13	KBTBD7	PARN	ARRDC4	TRAP1	10
CACNG3	NAT10	RPS6KB1	NCBP1	PRDM7	PPP1R12B	RPL32	PPIL1	RFC3	ARL6IP1	SEMA4B	PAM16	10
EIF3C	NAT10	SKA2	NCBP1	DBNDD1	LRRN2	IRAK2	MAPK13	RFC3	ARL6IP1	TTLL13	PAM16	10
EIF3C	NAT10	CYB561	NCBP1	PRDM7	LRRN2	IRAK2	STK38	RFC3	PARN	VPS33B	PAM16	10
SH2B1	NAT10	POLG2	NCBP1	PRDM7	LRRN2	LSM3	STK38	RFC3	PARN	TTLL13	PAM16	10
EIF3C	NAT10	RPS6KB1	NCBP1	SPIRE2	LRRN2	IRAK2	STK38	RFC3	ARL6IP1	ZNF710	PAM16	10
EIF3C	NAT10	APPBP2	NCBP1	TCF25	LRRN2	NUP210	MAPK13	RFC3	PARN	GDPGP1	PAM16	10
TUFM	NAT10	POLG2	NCBP1	TCF25	PPP1R12B	NUP210	MAPK13	RFC3	ARL6IP1	GDPGP1	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	TCF25	PPP1R12B	NUP210	BTBD9	RFC3	TMC7	TTLL13	PAM16	10
EIF3C	NAT10	POLG2	NCBP1	PRDM7	ELK4	IRAK2	STK38	RFC3	PARN	AC087477.1	PAM16	11
EIF3C	NAT10	POLG2	NCBP1	C16orf3	PRELP	NUP210	KCTD20	RFC3	RPS15A	GDPGP1	PAM16	11
EIF3C	NAT10	POLG2	NCBP1	MC1R	ZBED6	RPL32	STK38	RFC3	GP2	ZNF710	PAM16	11
EIF3C	NAT10	RPS6KB1	NCBP1	SPIRE2	LRRN2	IRAK2	STK38	RFC3	ARL6IP1	ZNF710	PAM16	11
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	IRAK2	PPIL1	RFC3	PARN	NR2F2	PAM16	11
EIF3C	NAT10	YPEL2	NCBP1	PRDM7	OPTC	RPL32	PPIL1	RFC3	PARN	TTLL13	PAM16	11
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	IRAK2	STK38	RFC3	ARL6IP1	ZNF710	TRAP1	11
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	LRRN2	C3orf20	PPIL1	RFC3	PARN	ZNF710	ATF7IP2	11
EIF3C	NAT10	APPBP2	NCBP1	TCF25	UBE2T	IRAK2	MAPK13	KBTBD7	TMC5	ZNF774	PAM16	11
